id,user,uid,version,changeset,timestamp
8607503,ettob,296112,4,4874322,2010-06-01T12:56:19Z
8607510,onurozgun,677304,16,25421296,2014-09-13T22:01:41Z
8608836,synack,389825,3,6992879,2011-01-16T19:52:47Z
8609185,nkhall,179506,2,3021715,2009-11-03T01:54:00Z
8609187,OceanVortex,354704,3,6020841,2010-10-12T13:22:38Z
8610033,wambag,326503,4,6702293,2010-12-19T02:38:46Z
8610037,wambag,326503,4,6702293,2010-12-19T03:52:40Z
8610040,probiscus,256900,2,21868849,2014-04-22T18:27:22Z
8610043,jumbanho,38487,7,29281246,2015-03-06T03:11:35Z
8614574,Prithason,158555,3,2943039,2009-10-25T04:42:19Z
8614577,Ian McIntosh,38786,2,2254994,2009-08-25T12:06:12Z
8614580,crschmidt,1034,2,279212,2007-10-22T02:09:47Z
8614582,crschmidt,1034,2,279212,2007-10-22T02:38:46Z
8614584,wambag,326503,7,20646514,2014-02-18T22:26:59Z
8614586,synack,389825,5,19246955,2013-12-03T08:07:34Z
8614588,BugBuster,166129,2,2682340,2009-09-29T21:52:27Z
8614590,OceanVortex,354704,13,11238608,2012-04-09T13:42:10Z
8614592,MassGIS Import,15750,1,64956,2007-10-08T23:53:30Z
8614594,MassGIS Import,15750,1,64956,2007-10-08T23:53:30Z
8614597,Kent Johnson,2675126,4,36000553,2015-12-17T00:46:35Z
8614599,crschmidt,1034,2,279212,2007-10-22T02:20:49Z
8614601,MassGIS Import,15750,1,64956,2007-10-08T23:53:33Z
8614603,MassGIS Import,15750,1,64956,2007-10-08T23:53:35Z
8614605,morganwahl,221294,6,6619643,2010-12-11T07:14:48Z
8614607,MassGIS Import,15750,1,64956,2007-10-08T23:53:39Z
8614610,wambag,326503,3,20492669,2014-02-10T21:04:39Z
8614612,mterry,409119,15,43994493,2016-11-28T00:11:14Z
8614614,Alexey Lukin,485808,4,44556687,2016-12-21T05:03:56Z
8614618,Prithason,158555,4,11629007,2012-05-18T03:00:06Z
8614622,zeromap,599436,10,35158096,2015-11-07T21:03:32Z
8614624,synack,389825,4,6846012,2011-01-03T03:46:37Z
8614626,AlaskaDave,473104,6,37216578,2016-02-15T03:46:09Z
8614628,MassGIS Import,15750,1,64956,2007-10-08T23:53:47Z
8614630,MassGIS Import,15750,1,64956,2007-10-08T23:53:47Z
8614686,wambag,326503,2,20416563,2014-02-06T18:24:25Z
8614707,wambag,326503,3,20204166,2014-01-26T03:34:01Z
8614710,wambag,326503,7,50388824,2017-07-18T22:29:33Z
8614718,crschmidt,1034,3,485479,2009-02-16T13:36:40Z
8614723,nkhall,179506,2,2789829,2009-10-09T06:24:45Z
8614735,wambag,326503,3,20204166,2014-01-26T03:34:02Z
8614738,KindredCoda,14293,4,537415,2008-05-28T03:57:10Z
8614740,nkhall,179506,13,50357969,2017-07-17T17:37:14Z
8614742,MassGIS Import,15750,1,64956,2007-10-08T23:54:39Z
8614748,Ethan O'Connor,46220,2,2953191,2009-10-26T04:24:08Z
8614751,wambag,326503,4,20204166,2014-01-26T05:09:54Z
8614754,Bob Leigh,79591,2,749456,2008-11-14T19:35:43Z
8614759,wambag,326503,3,20204166,2014-01-26T05:09:55Z
8614762,wambag,326503,13,50388824,2017-07-18T20:14:46Z
8614764,MyWayOrNoHighway,4351550,3,41178973,2016-08-01T22:10:22Z
8614767,mregan,61257,2,17026329,2013-07-20T18:28:30Z
8614770,MassGIS Import,15750,1,64956,2007-10-08T23:54:48Z
8614772,phyzome,296492,2,32087378,2015-06-20T01:20:10Z
8614775,grossing,175600,3,4694717,2010-05-14T11:46:19Z
8614777,MassGIS Import,15750,1,64956,2007-10-08T23:54:50Z
8614779,grossing,175600,3,4694717,2010-05-14T11:46:14Z
8614781,grossing,175600,3,4694717,2010-05-14T11:45:43Z
8614784,probiscus,256900,6,21501232,2014-04-04T18:41:50Z
8614786,MassGIS Import,15750,1,64956,2007-10-08T23:54:53Z
8614788,woodpeck_repair,145231,10,44529328,2016-12-20T00:45:39Z
8614791,crschmidt,1034,2,476449,2009-02-16T02:14:22Z
8614794,MassGIS Import,15750,1,64956,2007-10-08T23:54:55Z
8614796,ceyockey,146680,7,11200264,2012-04-06T11:43:41Z
8614798,Utible,289005,2,30166322,2015-04-12T16:00:53Z
8614800,JasonWoof,23351,3,488870,2009-02-16T22:10:06Z
8614803,MassGIS Import,15750,1,64956,2007-10-08T23:54:58Z
8614805,nkhall,179506,8,50349984,2017-07-17T12:54:35Z
8614808,afdreher,1110270,7,47945075,2017-04-19T16:36:35Z
8614810,Benito9,2201299,2,24282886,2014-07-21T21:28:57Z
8614812,Bob Leigh,79591,2,749456,2008-11-14T19:36:04Z
8614814,ceyockey,146680,2,11219467,2012-04-07T22:37:28Z
8614816,Michael Hohensee,138879,3,1683092,2009-06-29T23:17:44Z
8614818,StellanL,28775,4,16292584,2013-05-26T12:48:23Z
8614820,nkhall,179506,14,50316517,2017-07-16T01:58:23Z
8614822,Ian McIntosh,38786,3,2255061,2009-08-25T12:07:20Z
8614825,almiki,927001,8,13355006,2012-10-03T23:47:19Z
8614829,wambag,326503,16,50388824,2017-07-18T22:14:45Z
8614831,phyzome,296492,4,32087390,2015-06-20T01:21:30Z
8614835,wambag,326503,2,20416563,2014-02-06T18:52:22Z
8614837,wambag,326503,6,32171768,2015-06-23T22:43:34Z
8614839,MassGIS Import,15750,1,64956,2007-10-08T23:55:09Z
8614841,OceanVortex,354704,5,10128426,2011-12-16T01:55:25Z
8614843,MassGIS Import,15750,1,64956,2007-10-08T23:55:11Z
8614845,JasonWoof,23351,3,6964839,2011-01-14T08:09:19Z
8614847,MassGIS Import,15750,1,64956,2007-10-08T23:55:12Z
8614849,nkhall,179506,21,50349984,2017-07-17T12:54:34Z
8614851,crschmidt,1034,2,476449,2009-02-16T03:43:21Z
8614853,wambag,326503,2,9172415,2011-08-30T23:16:45Z
8614857,nkhall,179506,4,50358156,2017-07-17T17:46:43Z
8614859,Prithason,158555,7,13342374,2012-10-03T03:20:29Z
8614861,MassGIS Import,15750,1,64956,2007-10-08T23:55:16Z
8614863,morganwahl,221294,9,6632518,2010-12-12T06:19:16Z
8614865,yurasi,3526564,10,40191976,2016-06-21T21:48:54Z
8614867,MassGIS Import,15750,1,64956,2007-10-08T23:55:18Z
8614869,MassGIS Import,15750,1,64956,2007-10-08T23:55:18Z
8614871,morganwahl,221294,4,6782393,2010-12-27T21:24:23Z
8614874,_Mathieu_,53964,2,39567723,2016-05-25T21:22:45Z
8614877,Ian McIntosh,38786,2,2167457,2009-08-16T17:20:51Z
8614881,Ian McIntosh,38786,3,2321157,2009-08-31T00:42:07Z
8614884,crschmidt,1034,2,279212,2007-10-22T02:16:24Z
8614889,MassGIS Import,15750,1,64956,2007-10-08T23:55:25Z
8614891,MassGIS Import,15750,1,64956,2007-10-08T23:55:25Z
8614893,nkhall,179506,15,50459887,2017-07-21T13:56:33Z
8614896,wambag,326503,2,6722174,2010-12-21T05:23:56Z
8614898,MassGIS Import,15750,1,64956,2007-10-08T23:55:28Z
8614900,MassGIS Import,15750,1,64956,2007-10-08T23:55:28Z
8614902,Ian McIntosh,38786,2,2254994,2009-08-25T12:04:58Z
8614904,MassGIS Import,15750,1,64956,2007-10-08T23:55:30Z
8614906,wambag,326503,16,50388824,2017-07-18T23:11:10Z
8614908,JasonWoof,23351,2,6511806,2010-12-02T07:45:43Z
8614910,wambag,326503,17,50388824,2017-07-18T22:53:58Z
8614912,MassGIS Import,15750,1,64956,2007-10-08T23:55:32Z
8614915,NE2,207745,5,6825889,2011-01-01T09:09:09Z
8614917,MassGIS Import,15750,1,64956,2007-10-08T23:55:34Z
8614919,OceanVortex,354704,3,34895032,2015-10-27T01:47:51Z
8614933,MassGIS Import,15750,1,64956,2007-10-08T23:55:44Z
8614937,wambag,326503,13,50388824,2017-07-18T22:44:51Z
8614942,MassGIS Import,15750,1,64956,2007-10-08T23:55:46Z
8614945,JasonWoof,23351,4,6931810,2011-01-10T22:02:53Z
8614949,crschmidt,1034,2,275381,2007-10-21T22:52:56Z
8614953,MassGIS Import,15750,1,64956,2007-10-08T23:55:48Z
8614956,wambag,326503,4,20416563,2014-02-06T18:52:22Z
8614961,oldtopos,169004,6,13639260,2012-10-26T14:51:25Z
8614965,Prithason,158555,3,2962513,2009-10-27T03:49:00Z
8614967,phyzome,296492,2,32087385,2015-06-20T01:20:44Z
8614969,Michael Hohensee,138879,2,1683092,2009-06-29T23:22:23Z
8614973,mregan,61257,2,16317906,2013-05-28T02:09:42Z
8614980,MDIV,2667082,3,28900107,2015-02-17T03:41:32Z
8614985,_Mathieu_,53964,4,39567723,2016-05-25T21:22:45Z
8614987,MassGIS Import,15750,1,64956,2007-10-08T23:55:58Z
8614989,Prithason,158555,3,11629007,2012-05-18T03:00:07Z
8614993,Aredhel,701372,7,12344773,2012-07-19T19:21:01Z
8614995,wambag,326503,12,9229736,2011-09-06T17:57:16Z
8614997,crschmidt,1034,2,485479,2009-02-16T15:35:20Z
8614999,nkhall,179506,32,50459887,2017-07-21T13:56:37Z
8615003,liryon,100049,2,498044,2009-02-16T07:30:06Z
8615007,OceanVortex,354704,6,11238608,2012-04-09T13:42:16Z
8615010,JasonWoof,23351,2,2441253,2009-09-10T22:01:12Z
8615012,MassGIS Import,15750,1,64956,2007-10-08T23:56:10Z
8615014,crschmidt,1034,2,279212,2007-10-22T02:20:46Z
8615017,_Mathieu_,53964,2,39567723,2016-05-25T21:22:45Z
8615021,MassGIS Import,15750,1,64956,2007-10-08T23:56:12Z
8615039,youfu,169785,2,25236402,2014-09-04T20:58:40Z
8615042,jwass,967119,11,32017437,2015-06-16T21:22:46Z
8615045,MassGIS Import,15750,1,64956,2007-10-08T23:56:20Z
8615059,OceanVortex,354704,2,6008022,2010-10-11T01:05:34Z
8615064,Luis36995,1829683,3,40215333,2016-06-22T21:40:17Z
8615067,MassGIS Import,15750,1,64956,2007-10-08T23:56:27Z
8615070,MassGIS Import,15750,1,64956,2007-10-08T23:56:28Z
8615073,cspanring,1689,3,1030731,2009-04-30T21:50:22Z
8615076,715371,715371,9,27122886,2014-11-30T00:11:53Z
8615078,3yoda,632378,5,40309055,2016-06-26T21:06:49Z
8615080,joshk,1195220,5,14603164,2013-01-10T21:05:46Z
8615082,jwass,967119,2,31643988,2015-06-01T18:31:51Z
8615085,synack,389825,4,6845888,2011-01-03T02:50:54Z
8615087,wambag,326503,16,50393813,2017-07-19T03:43:34Z
8615089,MassGIS Import,15750,1,64956,2007-10-08T23:56:35Z
8615091,MassGIS Import,15750,1,64956,2007-10-08T23:56:36Z
8615093,MassGIS Import,15750,1,64956,2007-10-08T23:56:36Z
8615096,wambag,326503,3,20830400,2014-02-28T16:48:35Z
8615100,MassGIS Import,15750,1,64956,2007-10-08T23:56:38Z
8615106,crschmidt,1034,2,485479,2009-02-16T20:41:25Z
8615109,wambag,326503,16,50388824,2017-07-18T22:14:46Z
8615112,MassGIS Import,15750,1,64956,2007-10-08T23:56:41Z
8615115,wambag,326503,3,20416563,2014-02-06T18:24:23Z
8615118,MassGIS Import,15750,1,64956,2007-10-08T23:56:44Z
8615120,zeromap,599436,7,35158096,2015-11-07T21:04:16Z
8615123,Prithason,158555,2,3181418,2009-11-21T22:52:30Z
8615125,mregan,61257,2,16317906,2013-05-28T02:09:41Z
8615130,wambag,326503,10,50388824,2017-07-18T20:27:38Z
8615132,Utible,289005,2,30166322,2015-04-12T16:00:53Z
8615134,MassGIS Import,15750,1,64956,2007-10-08T23:56:49Z
8615137,crschmidt,1034,2,279212,2007-10-22T02:38:50Z
8615140,nkhall,179506,9,50316743,2017-07-16T02:34:54Z
8615159,MassGIS Import,15750,1,64956,2007-10-08T23:56:58Z
8615162,awoodruff,91847,6,36000805,2015-12-17T01:11:05Z
8615166,Ian McIntosh,38786,2,2255061,2009-08-25T12:08:16Z
8615169,jwass,967119,6,29895300,2015-04-01T02:21:02Z
8615173,Benito9,2201299,3,24282886,2014-07-21T21:28:57Z
8615177,gdt,93524,3,12782533,2012-08-19T11:56:01Z
8615182,MassGIS Import,15750,1,64956,2007-10-08T23:57:07Z
8615186,nkhall,179506,11,50316517,2017-07-16T01:58:22Z
8615190,JasonM1,406924,3,7559616,2011-03-14T18:53:53Z
8615193,Ian McIntosh,38786,2,2254994,2009-08-25T12:06:14Z
8615199,Utible,289005,3,30166322,2015-04-12T16:00:53Z
8615213,Prithason,158555,2,11629007,2012-05-18T03:00:08Z
8615255,dloutzen,339172,3,8044235,2011-05-03T21:55:01Z
8615262,Prithason,158555,5,11629007,2012-05-18T03:00:08Z
8615267,wambag,326503,2,20830400,2014-02-28T16:48:35Z
8615273,MassGIS Import,15750,1,64956,2007-10-08T23:57:23Z
8615275,morganwahl,221294,3,6642755,2010-12-12T22:14:48Z
8615277,SophoM,1670311,5,20501858,2014-02-11T11:31:06Z
8615280,Alexey Lukin,485808,9,44556878,2016-12-21T05:22:08Z
8615284,MassGIS Import,15750,1,64956,2007-10-08T23:57:27Z
8615286,MassGIS Import,15750,1,64956,2007-10-08T23:57:28Z
8615288,JasonWoof,23351,4,2441304,2009-09-10T22:04:51Z
8615290,wambag,326503,2,9172740,2011-08-31T01:32:50Z
8615292,wfox,40242,4,2497773,2009-09-15T23:46:27Z
8615294,phyzome,296492,5,32289721,2015-06-29T17:13:58Z
8615296,MassGIS Import,15750,1,64956,2007-10-08T23:57:31Z
8615298,MassGIS Import,15750,1,64956,2007-10-08T23:57:32Z
8615301,JasonWoof,23351,2,2441304,2009-09-10T22:04:53Z
8615317,wambag,326503,4,20646514,2014-02-18T22:26:59Z
8615335,MassGIS Import,15750,1,64956,2007-10-08T23:57:47Z
8615339,MassGIS Import,15750,1,64956,2007-10-08T23:57:48Z
8615341,wambag,326503,18,50388824,2017-07-18T22:44:52Z
8615344,KindredCoda,14293,2,151344,2008-06-13T18:55:30Z
8615356,calfarome,2511706,9,40208744,2016-06-22T15:52:26Z
8615358,OceanVortex,354704,6,11238608,2012-04-09T13:42:15Z
8615361,crschmidt,1034,2,485479,2009-02-16T13:43:31Z
8615363,mterry,409119,5,43969534,2016-11-26T19:00:26Z
8615366,crschmidt,1034,2,279212,2007-10-22T02:16:23Z
8615368,MassGIS Import,15750,1,64956,2007-10-08T23:57:59Z
8615370,crschmidt,1034,2,485479,2009-02-16T14:16:41Z
8615373,mosu84,182538,2,2767122,2009-10-07T03:04:01Z
8615377,crschmidt,1034,2,279212,2007-10-22T02:38:52Z
8615381,Johnny Mapperseed,1723055,9,31780165,2015-06-07T01:48:37Z
8615384,MassGIS Import,15750,1,64956,2007-10-08T23:58:03Z
8615388,steverumizen,2655992,4,30452312,2015-04-24T11:59:41Z
8615391,NayanataraM,2053369,2,22090210,2014-05-02T17:33:18Z
8615404,crschmidt,1034,2,279212,2007-10-22T02:38:44Z
8615406,JasonWoof,23351,3,3765191,2010-02-01T06:20:41Z
8615408,MassGIS Import,15750,1,64956,2007-10-08T23:58:12Z
8615410,StellanL,28775,2,16292584,2013-05-26T12:48:24Z
8615413,mterry,409119,4,43968143,2016-11-26T17:37:00Z
8615415,wambag,326503,3,20416563,2014-02-06T18:52:23Z
8615417,MassGIS Import,15750,1,64956,2007-10-08T23:58:15Z
8615419,nkhall,179506,10,50459887,2017-07-21T13:56:33Z
8615422,liryon,100049,2,498044,2009-02-16T07:30:05Z
8615426,Prithason,158555,2,3252524,2009-11-30T02:19:23Z
8615430,Prithason,158555,5,3156865,2009-11-19T04:47:37Z
8615433,MassGIS Import,15750,1,64956,2007-10-08T23:58:19Z
8615441,MassGIS Import,15750,1,64956,2007-10-08T23:58:26Z
8615445,MassGIS Import,15750,1,64956,2007-10-08T23:58:27Z
8615451,Constable,527535,12,21014226,2014-03-09T20:59:26Z
8615455,MassGIS Import,15750,1,64956,2007-10-08T23:58:30Z
8615457,crschmidt,1034,2,279212,2007-10-22T02:38:52Z
8615459,Ian McIntosh,38786,2,2167423,2009-08-16T17:15:00Z
8615461,MassGIS Import,15750,1,64956,2007-10-08T23:58:32Z
8615463,wambag,326503,5,20416563,2014-02-06T19:41:49Z
8615466,Johnny Mapperseed,1723055,5,31780165,2015-06-07T01:48:38Z
8615469,synack,389825,2,6992601,2011-01-16T19:36:24Z
8615472,Luis36995,1829683,3,45274813,2017-01-18T16:51:54Z
8615475,wambag,326503,5,20684189,2014-02-20T22:05:51Z
8615478,fiveisalive,58305,4,15974711,2013-05-04T17:53:13Z
8615483,Prithason,158555,5,3181192,2009-11-21T22:29:37Z
8615485,probiscus,256900,3,13877136,2012-11-14T21:35:37Z
8615488,JasonWoof,23351,2,561790,2009-04-15T19:58:52Z
8615490,MassGIS Import,15750,1,64956,2007-10-08T23:58:42Z
8615492,KindredCoda,14293,3,390709,2008-07-04T19:31:59Z
8615498,onurozgun,677304,7,25276415,2014-09-06T21:38:30Z
8615502,KindredCoda,14293,3,390709,2008-07-04T19:30:41Z
8615506,crschmidt,1034,2,275381,2007-10-21T22:52:53Z
8615509,probiscus,256900,12,24564292,2014-08-05T21:01:48Z
8615514,probiscus,256900,17,24564292,2014-08-05T21:01:49Z
8615519,synack,389825,5,10708434,2012-02-17T07:19:13Z
8615522,Alan Bragg,443130,3,34970985,2015-10-30T12:04:11Z
8615526,bannus,4576322,2,42155043,2016-09-14T17:33:27Z
8615529,crschmidt,1034,4,286162,2007-10-22T05:40:01Z
8615532,mosu84,182538,2,2767087,2009-10-07T02:50:18Z
8615536,MassGIS Import,15750,1,64956,2007-10-08T23:58:54Z
8615541,Prithason,158555,2,3300524,2009-12-06T05:27:57Z
8615547,Prithason,158555,2,2953114,2009-10-26T03:48:10Z
8615549,Aredhel,701372,7,12343066,2012-07-19T18:39:47Z
8615551,jwass,967119,14,31994577,2015-06-15T22:07:59Z
8615555,MassGIS Import,15750,1,64956,2007-10-08T23:58:59Z
8615560,probiscus,256900,6,12513006,2012-07-27T15:32:23Z
8615563,wambag,326503,3,20646514,2014-02-18T22:58:26Z
8615568,MassGIS Import,15750,1,64956,2007-10-08T23:59:02Z
8615571,wambag,326503,5,20696481,2014-02-21T17:02:01Z
8615583,wambag,326503,2,20416563,2014-02-06T18:52:23Z
8615587,mregan,61257,3,16317906,2013-05-28T02:09:43Z
8615590,JasonWoof,23351,3,3765145,2010-02-01T06:00:48Z
8615592,wambag,326503,3,20204166,2014-01-26T03:34:03Z
8615594,marnen,28705,6,39194071,2016-05-09T05:41:43Z
8615597,MassGIS Import,15750,1,64956,2007-10-08T23:59:18Z
8615599,woodpeck_repair,145231,5,44529328,2016-12-20T00:46:46Z
8615601,wambag,326503,5,20814242,2014-02-27T18:55:47Z
8615604,OceanVortex,354704,2,10258437,2011-12-31T22:46:08Z
8615609,MassGIS Import,15750,1,64956,2007-10-08T23:59:22Z
8615613,MassGIS Import,15750,1,64956,2007-10-08T23:59:22Z
8615620,wambag,326503,4,6721006,2010-12-20T22:38:02Z
8615622,wambag,326503,3,20494566,2014-02-10T22:40:23Z
8615624,MassGIS Import,15750,1,64956,2007-10-08T23:59:29Z
8615630,BenCook,1870921,7,48636768,2017-05-12T22:17:47Z
8615632,almiki,927001,4,13355006,2012-10-03T23:47:21Z
8615635,NE2,207745,14,12168343,2012-07-10T01:05:54Z
8615638,Bob Leigh,79591,2,749456,2008-11-14T19:38:56Z
8615642,wambag,326503,8,9172740,2011-08-31T01:32:50Z
8615644,cspanring,1689,6,1068499,2009-05-03T22:05:30Z
8615646,MassGIS Import,15750,1,64956,2007-10-08T23:59:40Z
8615648,phyzome,296492,2,32289696,2015-06-29T17:12:16Z
8615650,nkhall,179506,11,50349984,2017-07-17T12:54:26Z
8615652,grossing,175600,3,4694717,2010-05-14T11:45:44Z
8615655,grossing,175600,3,4694717,2010-05-14T11:46:21Z
8615657,Ian McIntosh,38786,2,2170579,2009-08-16T21:02:51Z
8615659,Prithason,158555,3,13342374,2012-10-03T03:20:29Z
8615661,OceanVortex,354704,2,5986241,2010-10-08T14:00:18Z
8615664,Andex,488752,2,8722680,2011-07-14T14:35:06Z
8615666,MassGIS Import,15750,1,64956,2007-10-08T23:59:48Z
8615668,MassGIS Import,15750,1,64956,2007-10-08T23:59:49Z
8615670,wambag,326503,3,20204166,2014-01-26T03:34:03Z
8615672,Ian McIntosh,38786,2,2167457,2009-08-16T17:22:05Z
8615675,MassGIS Import,15750,1,64956,2007-10-08T23:59:51Z
8615678,synack,389825,5,19246274,2013-12-03T06:58:36Z
8615680,OceanVortex,354704,2,10258437,2011-12-31T22:46:07Z
8615685,wambag,326503,4,32194189,2015-06-24T22:26:46Z
8615689,MassGIS Import,15750,2,64956,2007-10-09T00:30:05Z
8615692,sfn,452630,3,13406461,2012-10-08T00:21:04Z
8615694,probiscus,256900,6,13877136,2012-11-14T21:35:37Z
8615696,nkhall,179506,4,50358156,2017-07-17T17:46:36Z
8615698,wambag,326503,3,20204166,2014-01-26T03:34:03Z
8615700,Johnny Mapperseed,1723055,7,31780164,2015-06-07T01:48:22Z
8615706,MassGIS Import,15750,1,64956,2007-10-09T00:00:02Z
8615709,nkhall,179506,11,50357969,2017-07-17T17:37:09Z
8615712,OceanVortex,354704,2,10128426,2011-12-16T01:55:24Z
8615715,Steven Deeds,3876243,2,39292225,2016-05-13T13:45:58Z
8615717,Prithason,158555,7,42791982,2016-10-11T04:51:23Z
8615720,JasonWoof,23351,2,8490067,2011-06-19T23:13:03Z
8615723,mregan,61257,2,16317906,2013-05-28T02:09:42Z
8615725,jwass,967119,5,29895300,2015-04-01T02:21:02Z
8615727,MassGIS Import,15750,1,64956,2007-10-09T00:00:09Z
8615729,probiscus,256900,5,21499923,2014-04-04T17:30:10Z
8615732,m3232,3378149,2,39231718,2016-05-11T03:30:54Z
8615735,JasonWoof,23351,8,3726138,2010-01-27T09:20:02Z
8615737,Ian McIntosh,38786,3,2254941,2009-08-25T11:55:11Z
8615739,MassGIS Import,15750,1,64956,2007-10-09T00:00:13Z
8615741,MassGIS Import,15750,1,64956,2007-10-09T00:00:14Z
8615743,synack,389825,4,19247139,2013-12-03T08:18:16Z
8615745,MassGIS Import,15750,1,64956,2007-10-09T00:00:16Z
8615747,synack,389825,5,19246274,2013-12-03T06:58:35Z
8615749,onurozgun,677304,4,24840646,2014-08-18T18:51:18Z
8615751,liryon,100049,2,498044,2009-02-16T07:30:03Z
8615753,wambag,326503,3,20699086,2014-02-21T18:27:56Z
8615755,MassGIS Import,15750,1,64956,2007-10-09T00:00:20Z
8615758,crschmidt,1034,5,286162,2007-10-22T05:40:06Z
8615760,Tom Walsh,175058,2,3652348,2010-01-18T18:17:36Z
8615763,MassGIS Import,15750,1,64956,2007-10-09T00:00:23Z
8615767,onurozgun,677304,8,24840646,2014-08-18T18:51:18Z
8615769,crschmidt,1034,2,286162,2007-10-22T05:40:05Z
8615771,MassGIS Import,15750,1,64956,2007-10-09T00:00:26Z
8615773,OceanVortex,354704,7,11238608,2012-04-09T13:42:12Z
